ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_OrigGreen,Intensity_IntegratedIntensity_OrigGreen,Intensity_LowerQuartileIntensity_OrigGreen,Intensity_MADIntensity_OrigGreen,Intensity_MassDisplacement_OrigGreen,Intensity_MaxIntensityEdge_OrigGreen,Intensity_MaxIntensity_OrigGreen,Intensity_MeanIntensityEdge_OrigGreen,Intensity_MeanIntensity_OrigGreen,Intensity_MedianIntensity_OrigGreen,Intensity_MinIntensityEdge_OrigGreen,Intensity_MinIntensity_OrigGreen,Intensity_StdIntensityEdge_OrigGreen,Intensity_StdIntensity_OrigGreen,Intensity_UpperQuartileIntensity_OrigGreen,Location_CenterMassIntensity_X_OrigGreen,Location_CenterMassIntensity_Y_OrigGreen,Location_CenterMassIntensity_Z_OrigGreen,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_OrigGreen,Location_MaxIntensity_Y_OrigGreen,Location_MaxIntensity_Z_OrigGreen,Number_Object_Number,Parent_Nuclei
1,36,7.824176162481308,29.53626462817192,0.29426130652427673,0.07191696763038635,0.09312737279110561,0.3191697299480438,0.6090354323387146,0.2897843023141225,0.38358785231392106,0.36153846979141235,0.2686202824115753,0.2686202824115753,0.012614998584179015,0.09626808449712511,0.4605006128549576,448.50825541301447,339.116824170082,0.0,448.4415584415584,339.1818181818182,0,449.0,339.0,0.0,36,3
1,37,6.69719198346138,16.566789388656616,0.2937729060649872,0.013919413089752197,0.02547775442372709,0.30891332030296326,0.34676435589790344,0.2911822601504948,0.30679239608623365,0.3032967150211334,0.27228328585624695,0.27228328585624695,0.010369228281950253,0.01912710262847451,0.3214896321296692,413.31932017287875,339.8779793940522,0.0,413.2962962962963,339.8888888888889,0,413.0,340.0,0.0,37,3
1,38,11.399023532867432,56.3697207570076,0.3568986654281616,0.07594627141952515,0.14919381638246618,0.3819291889667511,0.7369963526725769,0.3352653980255127,0.4509577660560608,0.4177045226097107,0.2893773019313812,0.2893773019313812,0.02080246095694697,0.11325655827665038,0.5327839106321335,918.1098841579947,344.5550828722735,0.0,918.0,344.656,0,918.0,344.0,0.0,38,2
1,39,6.040293335914612,17.606349915266037,0.27838829159736633,0.01855921745300293,0.04201710127214845,0.29792430996894836,0.37338218092918396,0.2745587879961187,0.2984127104282379,0.2935287058353424,0.2598290741443634,0.2598290741443634,0.01029107463569027,0.026752683978601727,0.3164224773645401,509.20574772863245,347.2076756615593,0.0,509.1694915254237,347.1864406779661,0,510.0,348.0,0.0,39,3
1,40,6.019292086362839,17.20561718940735,0.29230770468711853,0.027350425720214844,0.03609471282538395,0.3115995228290558,0.38754579424858093,0.28663295649346854,0.31862254054458056,0.3155067265033722,0.2676434814929962,0.2676434814929962,0.011387095938687372,0.03275018674492774,0.3511599600315094,429.7259747058948,352.10122486321006,0.0,429.7037037037037,352.1296296296296,0,431.0,351.0,0.0,40,3
1,41,12.396337389945984,41.865202486515045,0.3334554433822632,0.04700854420661926,0.21865428042116083,0.357020765542984,0.5404151678085327,0.32621940499857854,0.3912635746403275,0.37155067920684814,0.2888889014720917,0.2888889014720917,0.015657322675804754,0.06800062295903989,0.44981685280799866,494.8004234756766,352.6699506569467,0.0,494.7102803738318,352.86915887850466,0,495.0,352.0,0.0,41,3
1,42,11.275946617126465,41.69401815533638,0.3433455526828766,0.049572646617889404,0.0641165705085347,0.3760683834552765,0.5843712091445923,0.33164548873901367,0.40090402072438824,0.378754585981369,0.2835164964199066,0.2835164964199066,0.022752084235764424,0.07398364001781121,0.4600732624530792,393.5603940544351,356.8854671166794,0.0,393.58653846153845,356.8269230769231,0,393.0,356.0,0.0,42,3
1,43,5.881807327270508,15.32039126753807,0.2730158865451813,0.02710622549057007,0.019946896949903096,0.2945055067539215,0.38730159401893616,0.26735487851229583,0.3003998287752563,0.29401710629463196,0.24371184408664703,0.24371184408664703,0.01418362869659142,0.03798313272891606,0.3295482397079468,413.46446275769404,356.68689927568533,0.0,413.47058823529414,356.70588235294116,0,414.0,357.0,0.0,43,3
1,44,13.283272624015808,61.528451055288315,0.373076930642128,0.09682540595531464,0.0589813011002751,0.412454217672348,0.7594627737998962,0.34955980589515284,0.47696473686270013,0.4564102590084076,0.2844932973384857,0.2844932973384857,0.031104765889345885,0.12500860375804435,0.5860195606946945,921.4665481296154,363.7760389584952,0.0,921.5038759689922,363.8217054263566,0,922.0,364.0,0.0,44,2
1,45,7.908425211906433,20.85543406009674,0.30915752053260803,0.02393162250518799,0.022052164928415125,0.32283273339271545,0.43492063879966736,0.30417020045793974,0.33637796871123776,0.32771673798561096,0.2666666805744171,0.2666666805744171,0.013480644377259767,0.0375238958259316,0.36446887254714966,491.407678885335,367.3143683470147,0.0,491.38709677419354,367.30645161290323,0,491.0,368.0,0.0,45,3
1,46,8.958242028951645,35.37118515372276,0.3503663092851639,0.055311352014541626,0.06325546952359735,0.36654457449913025,0.5514041781425476,0.33178674181302387,0.40656534659451454,0.40048840641975403,0.2925519049167633,0.2925519049167633,0.019268047497458782,0.06752656225631751,0.46471306681632996,885.7954226939349,371.39995857321094,0.0,885.735632183908,371.37931034482756,0,887.0,371.0,0.0,46,2
1,47,3.6781442761421204,8.085226267576218,0.2627594769001007,0.014407813549041748,0.011743963948957136,0.27741149067878723,0.32503053545951843,0.2627245911530086,0.27880090577849026,0.2768009901046753,0.25225886702537537,0.25225886702537537,0.007894591382573092,0.021347539595279984,0.2918803542852402,866.4760035043012,373.093841554683,0.0,866.4827586206897,373.1034482758621,0,867.0,373.0,0.0,47,2
1,48,7.774359345436096,28.657387912273407,0.2837606966495514,0.044688642024993896,0.050046847780686285,0.29304030537605286,0.4415140450000763,0.277655690908432,0.33322544084038846,0.3235653340816498,0.2586080729961395,0.2586080729961395,0.009133172537987556,0.05291672653220327,0.3837606906890869,407.56147317026426,376.21644283904067,0.0,407.51162790697674,376.22093023255815,0,407.0,375.0,0.0,48,3
1,49,7.173382520675659,23.400000721216202,0.28101344406604767,0.04505494236946106,0.03397275192057863,0.29914531111717224,0.43223443627357483,0.27589932771829456,0.3295774749467071,0.3241758346557617,0.25518926978111267,0.25518926978111267,0.011759319072459244,0.05234841265476146,0.37747253477573395,459.6301931689811,375.21687903433724,0.0,459.63380281690144,375.1830985915493,0,459.0,377.0,0.0,49,3
1,50,2.9873017370700836,4.505006313323975,0.2695970833301544,0.013186812400817871,0.00999178727111698,0.30207571387290955,0.325518935918808,0.2715728851881894,0.2815628945827484,0.2766788899898529,0.25054946541786194,0.25054946541786194,0.014052735963407484,0.020499187515711937,0.29816851019859314,439.2476149178587,379.5722029478021,0.0,439.25,379.5625,0,439.0,380.0,0.0,50,3
1,51,7.50109925866127,21.012455016374588,0.27912089228630066,0.023443222045898438,0.06587090709390382,0.2986569106578827,0.36752137541770935,0.2778184910615285,0.3045283335706462,0.29792430996894836,0.2627594769001007,0.2627594769001007,0.010446519346182567,0.028898241464273316,0.325213685631752,430.5432094397541,386.04698649667034,0.0,430.4782608695652,386.05797101449275,0,431.0,386.0,0.0,51,3
1,52,4.015873193740845,6.386569261550903,0.28034189343452454,0.009279608726501465,0.0419137163986368,0.3057387173175812,0.3094017207622528,0.2868480852672032,0.2902986027977683,0.2908425033092499,0.2669108808040619,0.2669108808040619,0.01166610105598806,0.011661315118442211,0.2985348105430603,838.7689366377906,385.50456926500715,0.0,838.7272727272727,385.5,0,838.0,386.0,0.0,52,2
1,53,8.977778047323227,32.021978586912155,0.3459707051515579,0.039682537317276,0.04276220922706318,0.3682539761066437,0.48864468932151794,0.3325102980490084,0.38580697092665245,0.3768009841442108,0.2996337115764618,0.2996337115764618,0.016427515358443837,0.05029901119630764,0.4325396865606308,846.7413559030648,386.47402577562724,0.0,846.6987951807229,386.4698795180723,0,846.0,388.0,0.0,53,2
1,54,8.506960064172745,31.15360277891159,0.2997558116912842,0.04786324501037598,0.02954569931931686,0.3203907310962677,0.5330891609191895,0.29334345048871535,0.36225119510362314,0.33992674946784973,0.26715508103370667,0.26715508103370667,0.013232680814460683,0.07163587814806964,0.4178266227245331,872.0424067592169,389.3738457701982,0.0,872.0581395348837,389.3488372093023,0,872.0,390.0,0.0,54,2
1,55,6.13748499751091,11.724298417568207,0.2876679003238678,0.005128204822540283,0.003055593561589833,0.3054945170879364,0.3115995228290558,0.2922611903576624,0.29310746043920516,0.29133090376853943,0.2778998911380768,0.2778998911380768,0.007010521165059307,0.007375693400321913,0.29816851019859314,449.42750619624184,396.82674803673046,0.0,449.425,396.825,0,453.0,397.0,0.0,55,3
1,56,4.415629029273987,10.030037075281143,0.27710624039173126,0.010256409645080566,0.02341781901967507,0.2937729060649872,0.3272283375263214,0.2759768143296242,0.28657248786517553,0.2885226011276245,0.253724068403244,0.253724068403244,0.010192937403951595,0.014597417199934189,0.29517705738544464,473.98475884262314,398.5807464777893,0.0,473.9714285714286,398.6,0,475.0,398.0,0.0,56,3
1,57,3.0459097921848297,4.746276170015335,0.27515263855457306,0.005738705396652222,0.008593445291435861,0.2866910994052887,0.2879121005535126,0.2769008901986209,0.279192715883255,0.2805860936641693,0.26446887850761414,0.26446887850761414,0.006553783065056832,0.006701199331602147,0.28595849871635437,616.8271763733502,405.3607223700276,0.0,616.8235294117648,405.3529411764706,0,617.0,405.0,0.0,57,4
1,58,2.862759605050087,4.008303001523018,0.2576312720775604,0.011233210563659668,0.005102052624328424,0.27716729044914246,0.29621490836143494,0.2602508731863715,0.2672202001015345,0.2647130787372589,0.24884004890918732,0.24884004890918732,0.008181846614321723,0.014211102580002365,0.279853492975235,859.5999147091973,408.92823199366023,0.0,859.6,408.93333333333334,0,859.0,408.0,0.0,58,2
1,59,4.814163833856583,7.41123354434967,0.2799755930900574,0.005860805511474609,0.007952852094788304,0.29206350445747375,0.3032967150211334,0.2831861078739166,0.28504744401344884,0.28595849871635437,0.2659340798854828,0.2659340798854828,0.006256787647657698,0.007433097337028213,0.2905983030796051,886.6996935640899,415.4970509739813,0.0,886.6923076923077,415.5,0,887.0,415.0,0.0,59,2
1,60,3.3594629168510437,5.854456931352615,0.2567765712738037,0.011721611022949219,0.01404674620001714,0.2759462893009186,0.2937729060649872,0.2584202243731572,0.26611167869784613,0.26349207758903503,0.24517704546451569,0.24517704546451569,0.008208436402145539,0.013097750875091792,0.27728939056396484,844.9092767134149,418.4685909718218,0.0,844.9090909090909,418.45454545454544,0,845.0,419.0,0.0,60,2
1,61,8.34822991490364,31.003908187150955,0.2915751039981842,0.05201464891433716,0.11406833975343322,0.3225885331630707,0.6822955012321472,0.28786999706564276,0.378096441306719,0.33162394165992737,0.2630036771297455,0.2630036771297455,0.014234441428350127,0.10918053870028863,0.44212454557418823,872.3385606650096,419.287001519897,0.0,872.4512195121952,419.3048780487805,0,872.0,419.0,0.0,61,2
1,62,3.7543347477912903,6.603174924850464,0.26739928126335144,0.008302807807922363,0.0063326087206156565,0.2805860936641693,0.29792430996894836,0.26816676769937786,0.275132288535436,0.2730158865451813,0.26031747460365295,0.26031747460365295,0.0053619745087539784,0.010514482894061416,0.28424909710884094,859.9977440830846,419.49408284087764,0.0,860.0,419.5,0,860.0,420.0,0.0,62,2
1,63,3.933333545923233,7.1626377403736115,0.260012224316597,0.005128204822540283,0.01625409204801198,0.2705738842487335,0.28595849871635437,0.2622222363948822,0.26528287927309674,0.26434677839279175,0.2566544711589813,0.2566544711589813,0.004960090804666377,0.007218187454387945,0.2695970833301544,602.4286931932734,424.95895128066616,0.0,602.4444444444445,424.962962962963,0,602.0,425.0,0.0,63,4
